username,numPosts,numFollowers,numFollowing
biotechwatcher,88,21,8
tradestar2012,1917,80,16
betsypower,1894,35,18
pbitter,17,9,9
Danny_5079,1111,24,25
regexpG,1879,15,10
Mort434,208,11,2
DragonHouse,1895,52,8
outsideday,2020,45,74
danielvito,2665,21,0
ok123trade,434,9,56
beatnik,2357,67,15
AtwaterRice,142,20,34
fxinternet,67,32,9
mlambert,9,30,41
EstimizeNotify,77241,65,0
WhaleFinance,225,81,22
Kaleb_HT,1008,34,78
goldmoneyparty,814,26,62
DotGrinder,2140,15,22
nexgennovak,1475,92,12
NatStewart,86,115,14
pcmakers,122,23,60
harry2013,1735,36,79
OracleofBoxford,44,7,12
KsN,4761,135,14
Techstalker,1168,92,8
NexgenJamesG,20,8,2
BostonTrader3,143,41,9
QuantifiedStrategiesCom,8,25,6
NQ_Going_Green_,1003,20,76
alo70,331,5,11
Xatta_Trading,124,8,11
axs62,1094,16,35
FrankHassler,53,19,9
mjaffe,54,10,15
MasterBull,854,12,12
ThanhVII,2937,15,32
Alreadythere,602,5,1
TradeRyder,320,14,4
waltersimms,101,9,16
maparicio,200,66,13
TTW_News,101,9,3
leonardi,6361,79,60
Sal104,10671,146,17
marshallrk,97,16,57
Master_Technical_Analyst,4836,178,0
TreeFiddyMan,777,8,8
SammyDaBull,517,11,13
WallStScanner,203,68,106
odrapas,349,56,83
i960,7143,99,75
knash,7838,65,26
Market_Trader_,927,10,34
5barsof7,634,30,42
bryanlehner,176,39,23
SlavesAndBulldozers,759,11,87
FXTraderPaul,22,88,44
inversionconlp1,1770,27,3
Thomas62,410,64,0
chiclayo,226,34,74
risaray,92,9,0
danny18,568,7,41
willPS,60,14,14
5wavemodel,287,34,15
lafarmer,12,35,24
Wolftrader,360,17,1
Jokes21,582,29,6
GetupPig,2044,52,6
GunsandCoal,741,36,13
WarriorTrading,77,216,2
herewego,348,18,13
aprilnw222,380,17,7
MarcusPolemistis,376,7,57
1nvestJB,154,11,19
Bucs187,23,5,12
Thayers_Crosses,110,5,1
KaputorWon,349,10,67
Mr_nasdaq,125,50,22
stockman8290,149,11,16
Gorohanada,725,6,69
StockHorizon,46,105,0
frankf13,2016,15,153
spiderbyte87,1285,19,15
dave,568,26,12
TheScalperOne,118,20,1
longshorts,107,43,22
JnB4UnMe,165,16,61
ChunLi,1686,96,9
HanS0L0,2485,88,67
CleverTrade,176,238,131
justamoneymatter,4166,1182,7
A2K,2610,115,23
Chumleee,189,16,4
udtrader,3036,267,4
TradingCommonSense,4342,253,32
MG22,902,57,3
stocktradersreport,306,923,36
Jason017,1441,29,4
geeheezy_,84,14,7
mel123,477,25,136
Qspy,37,124,3
ShortFishFry,1401,33,12
hap317,1369,68,70
AV8,3618,59,66
missionrat,325,8,19
badgrandpa,28,7,1
ManciniResearch,520,72,97
jfmcrr,1494,19,13
BiotechStocker,213,8,10
TraderMood,447,24,1
Grimalkin,1383,95,23
iThink_iCharted,17,7,18
Goodmaad,659,5,1
markroth2,355,9,33
EconBrief,347,248,40
thebirdman,397,7,16
Koolass,9,6,9
WHATTHEFRACKISGOINGON,544,16,7
Jasta,1137,42,11
OrganizedChaos,1528,92,23
Spaztik1964,152,5,2
RoboticTweet,277,310,1
StockBusters,2868,109,36
princebhojwani,1403,137,113
Foolbull12,1121,29,21
QuantTrader007,5950,122,13
Tomross58,79,20,19
millerlogan,20,7,29
alphajc,57,6,11
SKIPDAWG,5498,127,9
jseppe,225,7,98
tradereric2440,129,31,4
shortgold,902,17,16
LooseChange,84,9,10
Reggi635,247,12,5
Contanti,3539,143,54
Nodollarleftbehind,42,17,13
optionshmoption,337,24,24
goosemoose42,1685,131,31
getshorty77,2157,28,19
failure,1037,27,4
TC44,3006,60,68
carolina32,5074,543,8
ai94510,36,5,5
Stumptowners,3121,61,6
HaroldTheCat,497,5,10
Vegastrader,785,67,10
Clider,5192,83,15
SHANGOX,1817,47,66
martinium,654,10,47
inthemoney,15,52,0
BullsOnParade,1998,70,58
eStockPicks,2301,4055,63
shortskweeze,2414,34,7
SwingKing22,172,6,2
TugBoatTrader,659,43,0
BeautifulGains,1672,33,51
BronzedMarketAnalytics,264,10,7
MarketChartPattern,329,2543,121
FoxEatsGekko,303,10,22
ss23,1545,62,8
DanDaMan,3967,84,12
Pepito96,1749,101,5
90MinuteTrader,45,49,2
IamWashira,11,36,3
StockFreedom,1277,11,7
scpf,279,5,34
BoltzmannBrain,232,4166,37
TonOne,80,5,33
acorn2oak,15,6,74
WeSeekClarity,3623,79,18
RPKTrader,10,7,1
ruven27,52,25,0
MimicTrading,798,245,12
The_Hooligan,4618,130,11
ChairForce,1091,36,19
Jdh277,864,13,20
Kinji,6489,227,22
workingtraders,212,150,73
pund75,1256,42,78
PrognosisStock,371,54,71
naiverahim,195,18,17
LifeSciAdvisors,34,103,19
Milou,3372,145,22
zman94,394,17,0
GeneralNattyGreene,66,15,1
TheMarketSnipers,18,5,6
rubu,1890,50,93
Jinka,265,9,11
BluHorseshoe13,2639,54,7
sstrella,5,17,1
Jazzpman,4015,19,2
kenr0966,562,55,12
unclewaldo,542,13,62
kkumarsingai,1297,14,8
Pastafarian,1068,22,24
Jennja4REAL,66,108,28
GarethSoloway,612,237,5
The_Blitz_Trader,196,98,64
StockRaker,770,63,34
SAMIAM,576,21,37
OptionsBoy,3506,108,33
jasonstephens,633,27,66
ParmMannTrader,79,7,7
asdasdd,227,6,1
bsd,2385,27,1
luckystripes,1097,349,23
Judy_G,527,127,66
CharlieThomps0n,758,64,54
traderjaz,9,130,25
Bender,3121,69,83
Jimmy_Z,1445,41,50
canarionyc,866,63,71
OhManIDied,1391,22,62
TheTradingBeast,175,63,25
brokerbrice,481,17,20
biotechprophit,6,8,0
EliteRoundTable,81,5,60
PatrickDean,444,39,39
Pretend_Bull,2065,69,20
Mdhemp,1199,39,3
lawbroker,56,47,12
JustinPulitzer,117,326,5
1st50GrandoffFB,817,26,15
tekguy,11,18,6
CF4,625,30,9
caemeroon,824,7,14
johnpaul,9,32,0
W1llSm1th,1265,114,52
goodmorningvietnam,963,91,1
ProfitConfidential,329,6,33
Daria_Woods,175,60,317
arianxh,709,9,13
lowtown21,645,100,45
sheepofws,833,7,33
MonacoTrades,23,77,216
ignaciomas,1327,38,66
simonyang2008,6,8,12
ApeManJuan,2376,47,49
mkhwaja,1169,7,13
issppm,1524,15,62
adriantorres,21,6,48
JiveTurkey,749,13,10
StockPsycho,672,30,12
Stockman5150,21,16,0
NewDrugPipeline,20,5,1
SMStocks,71,14,1
newtotrade,1329,7,33
Afrezzauser,154,56,3
strategicinvest,1346,20,14
GeekStocks,352,12,0
thumpy,763,57,118
tanderson,2783,25,62
doctortrader,218,19,53
paid2win,716,35,42
Frontlineinv,426,8,4
eljackpot,615,10,22
BullTrader83,1875,75,21
ThetaDecay,25,7,16
DataCenterTOG,969,50,11
Cooldziner,50,6,13
Phillies,2747,55,81
nabi,2811,39,46
McAubs00,72,6,6
GetRated,320,16,25
DrewDog12380,369,107,102
mk99,1022,70,19
javiertejada,525,7,11
kris007,19,9,39
Carmstrong,109,9,24
Jonooooo,18,10,13
Pison_Trading_Group,98,5,3
PennyHunter,2360,83,5
Zofiella,73,34,11
twinstrader,1165,72,70
john714Anaheim,1042,20,63
coryjwatson,90,39,2
Shaunb,704,20,2
1mike_evans,195,18,53
Uwush,5388,91,55
RD2250,601,20,29
fdo_saq,1475,16,57
TheGrowthInvestor,22,8,65
Tammylak,1514,17,67
TheStockMD,204,175,2
Ultron,230,9,18
mahagamonil1,509,87,0
Commodityy,899,46,27
Antithesis_Alpha,41,43,4
MeversusWallSt,59,8,5
stocktrendcharts,734,78,3
mmritas,1004,56,123
chuckykilo,1385,42,66
EpicBank,269,8,26
DinoColantoni,144,21,15
LvStock,36,39,31
Kamillion,2793,29,0
BrettRant,39,11,30
LouisWinthorpe,556,40,114
rceyewin,1824,49,1
ES_Fisherman,408,5,25
VDMtrading,57,21,95
SPXEminiTrader,6,9,3
5nancial,2285,25,0
bullishtech,818,47,146
brosin,1174,59,87
kenjitweet,57,8,6
Papahuang,305,16,56
APosner,374,101,16
torycapital,497,82,7
chicogrande,1513,13,21
LewisFirm,131,27,25
Worldoffinance,20,28,2
rjofutures,61,71,10
AmirElaraby,505,3274,4
Besttrader,1820,74,3
barry6214,67,182,50
Oil_Trader,13,184,20
fxcomment,309,2396,2
ALGOTrader,202,16,1
trader_rob6,1468,117,32
CurrencyWaves,106,21,2
Levelfinder,33,44,1
SOLIDSTEELE,145,8,9
rainrainrain,224,10,10
anotherbeachbum,258,29,15
dr_leeb,7,31,7
Diemtrade77,1038,54,1
rohitj,932,51,60
Keasebeast,72,6,3
amcdnl22,29,6,34
drnatural,8,54,27
OptionsMakeMoney,807,43,65
gatlintrades,167,39,63
ClutchCapital,529,39,114
pdtpatrick,9,49,5
stockchartist,78,35,0
vaonon,17,36,4
lusenica,11,23,59
trademau5,226,28,0
dank2435,158,5,3
abturk,153,41,8
TheSpecialist,83,13,4
OptTrader,31,18,23
danfitzpatrick,229,78,1
marenno,258,1043,66
optionsinfocus,39,27,1
stockspikes,65,35,33
WaffleFries,578,6,42
PurpleSpy,3784,55,30
grumpymonkeytrading,412,81,61
JoaquinCloset,204,16,85
ShortHipsters,566,38,78
acoppola,241,13,97
BrianHyde,159,553,25
jhains2,11,11,14
OptionMasters,206,3174,3
Aurous,168,27,104
CFA_livi,1383,68,0
YoYo_Trader,44,294,3
trader800,108,27,198
ckhoptions,510,36,2
theoptionhunter,7,26,1
hankw24h,145,55,5
TheProfitcy,474,32,13
mulesrule,95,33,85
lgreenwood,340,11,23
WallStreetPro1,169,34,4
WhatTheStock,1440,15,1
BondRevolution,10,19,5
quantist,226,54,2
Vuguru,580,25,29
MLP_Protocol,1600,196,150
EdHeath,387,58,19
Nia21,1372,26,12
InfoWatch4Stocks,540,7,1
LBolt,1085,25,9
_JohnWalsh_,841,115,0
mlpguy,423,105,20
Borgati,201,15,27
AlexMac23,204,12,17
Working2Retire,398,14,7
AmIWinning,15,10,0
ExtremeValueStocks,36,15,19
polyee13,299,8,44
jjonesPhD,5726,17,5
DirtyHarry,196,6,10
gs9,8,10,2
Parag_Ka,245,32,42
the_good_wins,53,16,9
MarcDetesan,214,19,63
TradingTrooper,7,73,27
rkreddyv,210,9,69
JimNor35,273,24,14
jwojkp,45,32,27
CiscoSystems,45,383,51
NoBrainer,1614,31,13
Stocksight,880,90,24
AK84,3949,360,1
Redhorn,934,48,20
Merk80,2182,49,104
soundinvestor,5,40,19
paulnovell,108,75,88
SpartanOptions,496,141,213
offtotrade,65,65,7
hypertrader,1283,21,43
damarketplayer,589,17,60
sardinhas,344,7,10
MarketObservers,18,6,61
dgnstl,675,52,65
nngabriel,133,5,38
AC_capital_trades,96,7,6
fdsworld,317,15,17
RayGilliam,1437,27,0
suzylat,334,23,100
itlogicllc,507,9,0
Montisumo,166,47,11
godspeed,537,36,247
ash6,1821,120,87
TJAnderson,96,65,48
naa3e5,1824,26,62
KenFaulkenberry,361,2324,56
Bulldog01,1992,58,67
groete,1101,39,44
Nalchemisty,255,10,9
rbanta,26,50,190
TER_Trades,541,110,31
BiotechTrader,25,20,32
PersianTrader,5479,92,7
mrmeng,1440,5,8
TraderOS,1467,151,33
ScholzCapital,668,48,4
Blucollartrades,108,14,54
Izzum,503,6,5
janebang83,522,9,61
Giicko,1462,15,11
standard_and_poor,841,158,48
ocman,1667,32,37
RedDog993,212,10,15
Yenny,249,53,195
Annamall,194,45,25
moneyneversleep,1757,66,53
mmid1,471,13,46
NoobCharts,66,22,22
InvestingLabs,28,23,11
VeryNiceGuy,721,23,60
SteelWheels,1678,25,98
IGread,478,6,19
Options_For_Income,185,42,64
yoniassia,6,104,75
iYf808,154,107,17
jrodtrader,757,39,6
BriefingTrader,23,36,16
AvenueTFund,425,46,21
WarrenPuffit,114,76,10
rachv3ga,104,33,40
axj6412,1881,52,117
Frenchi,59,14,80
Monetizing,393,9,68
evrchangincycle,13,82,10
ElBandito,56,6,3
xennevdl,1311,68,0
TiMike,1260,43,91
UkieBlack,200,6,14
artcopy,1817,44,11
Jesper,1434,21,20
ScerpMaDerp,305,15,20
jleonard711,925,34,10
Understock,354,12,18
piggybanktrader,844,25,9
Chowar01,858,14,11
bschaefer4,36,9,16
kimas63,152,13,15
JMezza,15,5,12
IslandT,190,6,27
Christopher_Robin_YO,1690,11,5
number59,354,5,11
StockPromoters,963,31,32
HPNSwingTrades,689,125,51
post,1311,11,25
411Guy,10,6,19
RBPropTraders,538,48,71
WALLSTREETWARS,330,65,20
J_AllenIsaac,163,5,11
shavitmi,3190,36,19
Lipper,51,43,24
Atradeaway2,632,8,37
JoseLuisbv,559,13,11
longleaf,123,14,27
TheTradingJD,1810,112,75
datsro24,1898,26,42
RedGreenRed,10601,65,17
blconnell,159,57,4
vikingfan,2119,13,0
bigfoot_pi,6957,30,0
Zippy101,1000,12,5
coupon21805,451,13,66
lefinancier,103,7,35
360Research,67,14,51
BiotechWill,981,68,5
ghogue02,974,23,5
Sumflow,659,28,5
EricDayTrader,231,16,11
eMiniClub,244,74,13
1Percent,2747,24,0
rtktrades,1282,16,26
crepe51myrtle69,136,7,0
TeamNoClue,656,10,2
DinoHunter,847,19,9
xiangtaner,679,8,35
TommyDe123,361,5,0
NordestKapital,520,22,17
jbukley,134,7,28
IvestorJoe,3956,59,8
Novice_Trader_,828,18,37
moneyman1010,331,18,80
InfinityGauntlet,136,6,2
Everywhereman,408,22,1
Oh__Sid,74,5,107
PonyGirl69,141,13,63
Kyle_R,154,14,7
KlaatuBarada,240,9,19
HugoG,318,5,5
SeektheMaker,666,26,2
Slowandsteady,113,6,60
N2thecloud,953,12,12
Blazing_Stocks,1124,9,6
DAG_Investments,1868,68,8
jlptrad2,215,8,31
dogballs,2737,44,1
Cinnamon,1389,26,8
Optioner,1009,19,0
HawaiianTrader,657,47,22
supachet8,2498,22,30
IIEX,7,10,1
TCLutz,846,28,15
shiv93,487,13,8
YESbigLOSER,760,6,0
LoneHand,433,57,44
Shell,645,235,0
eddiemisel,351,23,48
CJ82,419,13,13
b12trader,299,73,5
percyway,40,33,0
ErikaM,537,33,0
jbraica,1128,40,18
TradeSlinger,660,22,7
MarketEdgeLive,8,90,2
trader12365874,6,9,0
buymystockpicks,226,10,5
CrazyInvestor,1102,19,28
Scyber,593,16,28
quepasoaqui,1879,22,1
Jftman,9690,85,5
MarketsNeverLie,618,91,14
StocksMustObey,1446,22,31
ssstorm,1244,23,20
Krisanti,1242,27,1
SCRAPER,9535,87,20
mecka,6158,59,5
SeanTrent,136,8,1
Gi0i,1531,26,22
icebluesun,150,9,23
Psych0,253,5,6
stephenknapp1,741,15,6
3xkona,1080,76,34
BOING,339,10,20
AppleMan72,936,34,6
Supplemental_Income8,3250,58,0
WRAPTHIS,2929,23,18
SFG1,1636,30,4
PutsKing,448,7,13
Scrumber,316,14,17
Drugal,492,6,27
JoshMac,592,62,27
ibatradn,1679,21,2
KickAssTrades,101,20,0
ProInvestor7,292,10,59
4DAB,53,7,91
TraderMichigan,233,138,55
LongJohnSilver,1569,19,45
Seymore_Butts,477,8,69
Stocksfy,1849,53,20
mindbubblez,118,8,47
SahilSahil,102,6,15
GoCubsGo,175,18,89
Phrygiantheory,1238,15,64
markbuti,163,12,59
akshea47,1090,42,114
NYKD,1081,30,8
JPAlexander,1429,110,44
SKY888,848,15,2
iowasooner,1299,10,9
optiondoodle,3640,117,88
rockcolapop19,1975,45,6
followthetrends,27,5,24
MrVadim,135,9,18
sobe74,3951,48,44
ETFdiscipline,120,10,3
DLbrary,35,6,65
unmystical84,3924,28,28
TheButcher,334,15,8
magpi478,3159,50,84
TheStockMarketBasics,88,23,83
GardenGnome,362,29,14
WolfOfWillStreet,176,5,0
JoeBizz,3117,52,11
JimmyCrackCorn,373,12,3
OneMorePoint,1953,24,13
mclim73,959,10,10
Uconn617,398,8,15
betachaser,1884,21,3
GreensideSupply,660,8,6
Brassmonkey,493,11,21
Neverfalter,578,6,3
Jmgsilva,363,23,43
ALA1,1124,70,6
CashSteroids,3673,39,3
dcamtrades,39,10,6
S_Evans,1624,57,62
sinksma,223,5,5
paulmann,121,14,61
derekp,5321,163,63
battleflag,2140,68,83
SmallFishBigSea,920,17,41
MAS27,1336,34,23
CrabCakes,2760,30,81
Antek,1347,23,83
copperhead1,875,7,63
UBSAnalysts,31,6,1
BTCtrader,409,18,13
finstats,339,67,9
dbrown130,864,27,110
kaoz,467,6,10
SerinaLoh,128,35,15
peterjleahy,86,2180,54
stksniper2076,361,9,1
PSTRADER,520,5,10
djcodeman,464,35,22
DrRoll,494,57,34
betapro,227,36,82
stevefirst,8,5,12
Bullriders,15,23,39
Cynical_T,16,6,9
itzasherbet,27,5,15
QuasarPS,25,12,22
ncoulb1,17,8,10
Rtg123,2573,49,106
EricBrown,22,89,32
GreenLantern,191,9,47
Lookoverthere,1494,47,6
OneTwit,2388,81,8
ProTraderSloan,2646,73,73
rickblaine,817,14,17
RayBoudreau,267,45,62
SolarPowered,625,21,69
etradescott,721,24,40
anthug,25,17,50
jampony,6,23,44
LeverMonkeyPunch,440,20,10
Rusterd,1969,42,3
corpgovnet,84,24,18
Pavan279,155,12,30
neo761,5,160,9
Cabot_Investing_Advice,65,35,196
GucciYacht,2218,67,34
coveredcalls101,421,40,51
ActiveInvesting,432,95,20
Mbed,1872,31,69
MarkLarson,1842,145,46
MarketScalper,26,31,25
pimathman,6,30,19
MacDee,797,200,14
ddelong12,133,8,61
lustrum,879,1024,22
MaryMaryQuiteContrary,1674,98,12
pretzlik,852,49,17
QEGtrends,147,1808,66
Seanobr,13,32,0
MariaSalgado,46,11,8
VerizonIR,284,138,0
All_N_Trading,72,30,430
wrestler,369,6,11
Pipx,75,44,55
KinsenHiroku,111,17,91
Ti80,579,9,38
zoneblitzzzz,26,53,209
DemonRoach,882,10,2
scottsherman,8,48,260
buylowsellextremelyhigh,335,13,59
iAmAlpha,1486,22,12
KingCityLabs,681,14,74
KlerosTrade,21,34,62
turbodog08,28,5,20
TimelessWealthStocks,43,59,0
RobsStockAlerts,1680,37,9
MarketFiend,90,17,24
SidelineEdge,120,54,2
phisher12,1359,69,306
xr4turb,359,12,38
JohannesKepler,888,20,33
davidfeldt,11,56,6
slaughterer_of_sheep,839,23,4
ultimatejazzfan,762,47,43
my_option,2426,131,0
Jetson,1760,23,11
Goldner007,519,14,3
iadops40,901,46,20
robertcshea,16,31,30
proactiveinvestors_NA,354,33,28
carlbarl,466,11,11
JNelson467,58,7,60
IBBinvest,218,19,178
tuDiablo,335,6,69
ITMTrading,300,728,18
Ariemma,207,12,55
TruffelPig,895,33,25
OptionsPrime,1486,68,33
stugibby,20,11,9
ShivMehta,783,2052,2
jonbkend,286,6,7
TradeYodha,457,937,7
potentialseeker,11623,249,27
motionblurr,128,5,57
AJordan,314,7,1
4xForecaster,695,1941,0
atwalm,40,7,65
madmoneyfund,7,30,130
sofancy,196,5,5
Parkman328,23,7,14
ISalnyy,451,14,68
Mysterious,188,10,20
seper8tor,141,6,15
apollon,1030,14,8
Samiam213,2352,16,24
MrADline,97,18,35
Scooternoah,78,8,83
DavidMatrecano,622,29,99
redstormstocks,407,18,33
mindonmoney,3653,64,6
samjafri,924,21,44
StarTrader1,1010,15,2
RonSwan,1327,31,60
theSpyTracker_com,246,25,133
gtwitter,1139,10,59
LeftST,1182,91,16
milad786,136,12,58
Catwoman,662,17,26
KingOfSwing,781,76,11
7heavens,719,33,33
Roul,2009,10,3
SUPERFREAK,333,10,5
DrizzyStocks,1942,92,25
NAPManagement,55,24,20
daynnite,2943,51,12
ArcticVapor,797,17,20
Mrlovey,1771,28,8
PikiTrades,20,6,15
SuperJet,820,18,30
WSPogo,749,19,66
SAB_Capital_Investments,1943,30,66
AmandaJZapp,40,30,36
BlkDiamond,605,9,15
CdnBacon,2127,72,84
admhall,125,39,66
sagestrategy,589,39,13
xoomoon,1514,54,112
NetCharts,82,23,85
SStylianides,2057,3140,134
GiantHorse,2364,29,66
Korex,558,29,64
BennyBernanke,695,48,17
netgarden,243,58,1
vtoy1,13,16,1
DMWL,884,47,14
Supercycle,2013,108,16
CabalTrader,117,7,57
T_Pain_Trader,385,62,32
ticker_addict,459,20,49
oooOOO000OOOooo,2285,78,0
natgas123,944,30,13
restino,825,29,39
Byronrubio12,27,11,52
Surfnride3,1308,12,4
nasty9er,5626,104,25
juliebender,328,6,0
David2120,559,17,0
Phantom_Trader,2448,74,12
dreamgirl,144,12,85
silverman4,2125,72,18
MoneytreeTradingCo,2136,218,59
Seaward0922,17,9,56
stockpickerusa,1130,145,48
Deundertaker,100,10,23
Steve0007,628,53,4
KingBear,1428,39,0
NatGasField,464,28,60
Karbotradr,590,17,33
atu1974,67,15,40
DojiMillionaire,95,18,78
jaguilar,910,14,57
ason,467,26,8
tbaylx,1021,18,46
unilifecorp,39,89,95
MohsinBobat,519,23,67
janstirman,321,6,0
arthurb,3033,28,66
TheSteadyClimb,225,31,138
MarkVierra,234,52,11
QNX,2478,24,8
NJPiker,158,12,16
clc04009,782,13,114
tmoneyy,302,24,57
HotStockMarket,1046,86,17
RickBensignor,40,64,65
philschaos,967,122,35
RockSexton,146,18,10
DrStock,462,53,27
TradeVestor,2608,46,17
osmanigarces,107,24,18
TickerWiz,504,56,13
Kenhunglo,142,5,93
lance69,1377,37,11
joekidd,2038,11,1
observer1962,168,11,60
jwei,356,9,3
9trading,1384,105,1
Flinky,957,34,51
Jackiec,760,42,3
LeveragedGrizzly,615,25,7
edcrooks,36,478,60
dchen8899,1779,91,51
TopNotchTrades,4537,152,37
Trendrebel,1569,37,63
rpvelasco83,418,12,65
Ckingmoney,3054,113,217
Ralph7,284,21,14
MJTiffany,1225,25,49
Librarising,37,10,20
GoldETFsBiz,369,38,17
12BTiger,124,7,36
jfreak3985,204,7,14
letdoit,89,124,47
TakeProfit,996,29,108
marrabou,8,22,149
riverrun20,700,24,87
trendwhizo,105,7,3
rogolden,1023,26,0
STawesome,1131,124,0
lockkidd,870,18,19
Dewde,393,14,66
Garrett_Miles,1013,41,13
BreakoutTrader,432,53,38
shujan84,46,7,73
cheddarStack,489,5,43
TheProActiveNetwork,151,33,224
goldbear2015,988,39,19
IWasToldTheredBeSnacks,252,8,9
Atlantic_Equity,1014,44,2
Ahtee,267,6,3
JimPGH,1020,83,89
bbar,1550,46,79
WillTheKid,679,50,5
stocktrader456,2727,26,60
vexrizor,292,8,15
misterperfekt,210,19,139
Jonathan_Smith,853,39,29
rockingrollingfun,1895,23,17
frankster,980,79,24
Scottytwits,96,34,17
JerryK,1558,18,1
citaly2014,207,7,15
badinvestor,746,20,13
Armando_M_Rodriguez,7,8,131
exkapie,1090,32,23
Ahm_Eza,124,25,66
MnArooler,2697,98,4
AMD_Money,1449,15,57
stockindead,489,24,69
Best_Execution,178,11,1
shawner86,469,12,20
tonytrade16,23,9,9
mchien92,381,25,29
govascepa,439,6,32
Mergerbrief,694,117,9
nas,2422,78,10
jw85,1348,19,52
trilogy321,6,9,60
afarrell51,110,7,3
Michael_Caine,1660,20,59
Neomantra,2763,80,84
DuPont_News,70,100,8
mrcurious,87,6,59
Tradelerts,830,122,3
FinancesStocks,41628,219,49
MoneyMike17,1148,32,21
FortressTrading,52,9,60
Shas_el,6261,62,27
TipsyInvestor,253,9,59
lazypanda888,467,5,2
stepavlad,3592,47,118
zsoesbee,545,11,21
shaun20,2524,51,3
JustProfitsOnly,861,56,62
chiragpatel85,170,17,65
pbaldwin,1686,22,4
Volatility_Trader,146,5,15
DigiSales2,1496,46,21
SomeGuy900,4069,34,0
kaylin,37,20,9
3deep,1494,15,5
VoVette,1179,39,38
Lukas,5636,45,21
moevelez321,589,24,87
HappyDays,338,6,2
Tradalizer,51,10,7
jzardoya1,214,19,52
jasz,2211,143,2
asadwDefwrfwff,349,8,17
BullishChris,926,53,21
coffeejunkie,560,37,62
penniebags,5301,72,155
Pitbullofwallstreet,526,18,3
varel,2408,17,76
Spartan01,699,35,13
Edward_,155,30,89
ExpatTrader,840,10,21
Quenta,127,5,26
kitegirl,156,13,98
bmbsales,604,13,12
AMA_Capital,862,44,161
stock_bull007,193,8,20
rha2988,518,11,11
GetHyper,725,60,105
Pennies4Days,19,33,66
gpitts85,216,15,56
Speens,1603,25,10
MJ77,1131,28,28
adepti,736,12,1
Ufgatortyler,807,21,79
LockinProfits52,82,7,60
CunninghamTrades,50,6,69
MurrayCohen516,3077,31,60
asar12,501,45,8
uc1,643,16,66
gmckfn,1645,11,62
BrodieQ,529,40,87
bobv50,1871,69,60
davidsalamon,304,27,9
cha_7_0,1024,45,55
DoubleorNothing,1027,14,16
alczervik,297,5,67
dandude,1985,31,0
liyod4502,68,6,43
medicacuna,24,6,71
jcramos,600,10,95
mariawhip,2327,32,18
SA6,1101,117,113
ZLEW10,1352,26,2
Panoplos,1074,14,0
IValuIT,2126,6,20
tokmelo,2177,20,0
Followthislogic,2859,70,118
Homework1,1474,8,7
chickentraderrr,493,9,22
s12345,904,11,1
wdshog,651,16,25
iamkaysar,321,10,108
Double3,152,6,2
nicolealfonso,8,11,15
elkwood66,307,39,0
GeneralPatton,745,26,61
SnowTiger,2459,39,59
oliveeagles,1292,27,42
CostChop,100,7,3
iownwallstreet,2589,100,73
OracleIR,12,98,2
GetOutOfHere,1137,28,60
Belekas,36,49,70
richardkim,602,13,4
Crazybear,1774,24,4
T3Philadelphia,37,9,89
HelicopterBenRules,714,7,1
JIBREEL,13,6,60
ochocinco85,350,11,89
chrttrckr,1122,16,60
veata,364,25,42
itsupndown,2608,10,24
maximus_s,385,23,18
novicetrader23,31,5,23
ciazek,1288,46,77
anewperspective,1462,17,25
tassitano,337,8,21
